invoice_number,products
104-1523806-7547463,"[{'product_name': 'Honeywell True HEPA Allergen Remover, 465 Sq Ft, HPA300', 'product_seller': 'Amazon.com LLC', 'product_amount': '$224.00'}, {'product_name': 'Honeywell True HEPA Allergen Remover, 310 Sq Ft, HPA204', 'product_seller': 'Amazon.com LLC', 'product_amount': '$162.35'}, {'product_name': 'Brainwavz Delta Black IEM Earphones With Remote & Mic For Apple iPhone, iPad, iPod & Other Apple iOS Devices', 'product_seller': 'Brainwavz Audio (seller profile)', 'product_amount': '$22.50'}, {'product_name': 'Panasonic RPTCM125W Headphones (White)', 'product_seller': 'Amazon.com LLC', 'product_amount': '$9.95'}]"
